법정동코드,법정동명
42190104,강원도 태백시 철암동
42190105,강원도 태백시 문곡동
42190106,강원도 태백시 동점동
42190107,강원도 태백시 소도동
42190108,강원도 태백시 혈동
42190109,강원도 태백시 화전동
42190110,강원도 태백시 적각동
42190111,강원도 태백시 창죽동
42190112,강원도 태백시 통동
42190113,강원도 태백시 백산동
42190114,강원도 태백시 원동
42190115,강원도 태백시 상사미동
42190116,강원도 태백시 하사미동
42190117,강원도 태백시 조탄동
42210101,강원도 속초시 영랑동
42210102,강원도 속초시 동명동
42210103,강원도 속초시 중앙동
42210104,강원도 속초시 금호동
42210105,강원도 속초시 청학동
42210106,강원도 속초시 교동
42210107,강원도 속초시 노학동
42210108,강원도 속초시 조양동
42210109,강원도 속초시 청호동
42210110,강원도 속초시 대포동
42210111,강원도 속초시 도문동
42210112,강원도 속초시 설악동
42210113,강원도 속초시 장사동
42230101,강원도 삼척시 성내동
42230102,강원도 삼척시 성북동
42230103,강원도 삼척시 읍상동
42230104,강원도 삼척시 읍중동
42230105,강원도 삼척시 당저동
42230106,강원도 삼척시 교동
42230107,강원도 삼척시 갈천동
42230108,강원도 삼척시 증산동
42230109,강원도 삼척시 우지동
42230110,강원도 삼척시 마달동
42230111,강원도 삼척시 자원동
42230112,강원도 삼척시 평전동
42230113,강원도 삼척시 등봉동
42230114,강원도 삼척시 도경동
42230115,강원도 삼척시 마평동
42230116,강원도 삼척시 오사동
42230117,강원도 삼척시 건지동
42230118,강원도 삼척시 원당동
42230119,강원도 삼척시 성남동
42230120,강원도 삼척시 남양동
42230121,강원도 삼척시 사직동
42230122,강원도 삼척시 오분동
42230123,강원도 삼척시 적노동
42230124,강원도 삼척시 조비동
42230125,강원도 삼척시 정상동
42230126,강원도 삼척시 정하동
42230127,강원도 삼척시 근산동
42230250,강원도 삼척시 도계읍
42230253,강원도 삼척시 원덕읍
42230310,강원도 삼척시 근덕면
42230320,강원도 삼척시 하장면
42230330,강원도 삼척시 노곡면
42230340,강원도 삼척시 미로면
42230350,강원도 삼척시 가곡면
42230360,강원도 삼척시 신기면
42720250,강원도 홍천군 홍천읍
42720310,강원도 홍천군 화촌면
42720320,강원도 홍천군 두촌면
42720330,강원도 홍천군 내촌면
42720340,강원도 홍천군 서석면
42720350,강원도 홍천군 동면
42720360,강원도 홍천군 남면
42720370,강원도 홍천군 서면
42720380,강원도 홍천군 북방면
42720390,강원도 홍천군 내면
42730250,강원도 횡성군 횡성읍
42730310,강원도 횡성군 우천면
42730320,강원도 횡성군 안흥면
42730330,강원도 횡성군 둔내면
42730340,강원도 횡성군 갑천면
42730350,강원도 횡성군 청일면
42730360,강원도 횡성군 공근면
42730370,강원도 횡성군 서원면
42730380,강원도 횡성군 강림면
42750250,강원도 영월군 영월읍
42750253,강원도 영월군 상동읍
42750310,강원도 영월군 중동면
42750325,강원도 영월군 김삿갓면
42750330,강원도 영월군 북면
42750340,강원도 영월군 남면
42750355,강원도 영월군 한반도면
42750360,강원도 영월군 주천면
42750380,강원도 영월군 무릉도원면
42760250,강원도 평창군 평창읍
42760310,강원도 평창군 미탄면
42760320,강원도 평창군 방림면
42760330,강원도 평창군 대화면
42760340,강원도 평창군 봉평면
42760350,강원도 평창군 용평면
42760360,강원도 평창군 진부면
42760380,강원도 평창군 대관령면
42770250,강원도 정선군 정선읍
42770253,강원도 정선군 고한읍
42770256,강원도 정선군 사북읍
42770259,강원도 정선군 신동읍
42770320,강원도 정선군 남면
42770340,강원도 정선군 북평면
42770350,강원도 정선군 임계면
42770360,강원도 정선군 화암면
42770370,강원도 정선군 여량면
42780250,강원도 철원군 철원읍
42780253,강원도 철원군 김화읍
42780256,강원도 철원군 갈말읍
42780259,강원도 철원군 동송읍
42780310,강원도 철원군 서면
42780320,강원도 철원군 근남면
42780330,강원도 철원군 근북면
42780340,강원도 철원군 근동면
42780350,강원도 철원군 원동면
42780360,강원도 철원군 원남면
42780370,강원도 철원군 임남면
42790250,강원도 화천군 화천읍
42790310,강원도 화천군 간동면
42790320,강원도 화천군 하남면
42790330,강원도 화천군 상서면
42790340,강원도 화천군 사내면
42800250,강원도 양구군 양구읍
42800310,강원도 양구군 남면
42800320,강원도 양구군 동면
42800330,강원도 양구군 방산면
42800340,강원도 양구군 해안면
42810250,강원도 인제군 인제읍
42810310,강원도 인제군 남면
42810320,강원도 인제군 북면
42810330,강원도 인제군 기린면
42810340,강원도 인제군 서화면
42810350,강원도 인제군 상남면
42820250,강원도 고성군 간성읍
42820253,강원도 고성군 거진읍
42820310,강원도 고성군 현내면
42820320,강원도 고성군 죽왕면
42820330,강원도 고성군 토성면
42820340,강원도 고성군 수동면
42830250,강원도 양양군 양양읍
42830310,강원도 양양군 서면
42830320,강원도 양양군 손양면
42830330,강원도 양양군 현북면
42830340,강원도 양양군 현남면
42830350,강원도 양양군 강현면
43111000,충청북도 청주시 상당구
43112000,충청북도 청주시 서원구
43113000,충청북도 청주시 흥덕구
43114000,충청북도 청주시 청원구
43130101,충청북도 충주시 성내동
43130102,충청북도 충주시 성남동
43130103,충청북도 충주시 성서동
43130104,충청북도 충주시 충인동
43130105,충청북도 충주시 교현동
43130106,충청북도 충주시 용산동
43130107,충청북도 충주시 호암동
43130108,충청북도 충주시 직동
43130109,충청북도 충주시 단월동
43130110,충청북도 충주시 풍동
43130111,충청북도 충주시 가주동
43130112,충청북도 충주시 용관동
43130113,충청북도 충주시 용두동
43130114,충청북도 충주시 달천동
43130115,충청북도 충주시 봉방동
43130116,충청북도 충주시 칠금동
43130118,충청북도 충주시 연수동
43130119,충청북도 충주시 목행동
43130120,충청북도 충주시 용탄동
43130121,충청북도 충주시 종민동
48250109,경상남도 김해시 외동
43130122,충청북도 충주시 안림동
43130123,충청북도 충주시 목벌동
43130124,충청북도 충주시 충의동
43130125,충청북도 충주시 지현동
43130127,충청북도 충주시 문화동
43130128,충청북도 충주시 금릉동
43130250,충청북도 충주시 주덕읍
43130310,충청북도 충주시 살미면
43130325,충청북도 충주시 수안보면
43130335,충청북도 충주시 대소원면
43130350,충청북도 충주시 신니면
43130360,충청북도 충주시 노은면
43130370,충청북도 충주시 앙성면
43130385,충청북도 충주시 중앙탑면
43130390,충청북도 충주시 금가면
43130400,충청북도 충주시 동량면
43130410,충청북도 충주시 산척면
43130420,충청북도 충주시 엄정면
43130430,충청북도 충주시 소태면
43150101,충청북도 제천시 의림동
43150102,충청북도 제천시 서부동
43150103,충청북도 제천시 동현동
43150104,충청북도 제천시 남천동
43150105,충청북도 제천시 교동
43150106,충청북도 제천시 중앙로1가
43150107,충청북도 제천시 중앙로2가
43150108,충청북도 제천시 명동
43150109,충청북도 제천시 화산동
43150110,충청북도 제천시 영천동
43150111,충청북도 제천시 하소동
43150112,충청북도 제천시 신월동
43150113,충청북도 제천시 청전동
43150114,충청북도 제천시 모산동
43150115,충청북도 제천시 고암동
43150116,충청북도 제천시 장락동
43150117,충청북도 제천시 흑석동
43150118,충청북도 제천시 두학동
43150119,충청북도 제천시 고명동
43150120,충청북도 제천시 신백동
43150121,충청북도 제천시 강제동
43150122,충청북도 제천시 명지동
43150123,충청북도 제천시 산곡동
43150124,충청북도 제천시 왕암동
43150125,충청북도 제천시 천남동
43150126,충청북도 제천시 신동
43150127,충청북도 제천시 자작동
43150128,충청북도 제천시 대랑동
43150250,충청북도 제천시 봉양읍
43150310,충청북도 제천시 금성면
43150320,충청북도 제천시 청풍면
43150330,충청북도 제천시 수산면
43150340,충청북도 제천시 덕산면
43150350,충청북도 제천시 한수면
43150360,충청북도 제천시 백운면
43150380,충청북도 제천시 송학면
43720250,충청북도 보은군 보은읍
43720315,충청북도 보은군 속리산면
43720325,충청북도 보은군 장안면
43720330,충청북도 보은군 마로면
43720340,충청북도 보은군 탄부면
43720350,충청북도 보은군 삼승면
43720360,충청북도 보은군 수한면
43720370,충청북도 보은군 회남면
43720385,충청북도 보은군 회인면
43720390,충청북도 보은군 내북면
43720400,충청북도 보은군 산외면
43730250,충청북도 옥천군 옥천읍
43730310,충청북도 옥천군 동이면
43730320,충청북도 옥천군 안남면
43730330,충청북도 옥천군 안내면
43730340,충청북도 옥천군 청성면
43730350,충청북도 옥천군 청산면
43730360,충청북도 옥천군 이원면
43730370,충청북도 옥천군 군서면
43730380,충청북도 옥천군 군북면
43740250,충청북도 영동군 영동읍
43740310,충청북도 영동군 용산면
43740320,충청북도 영동군 황간면
43740335,충청북도 영동군 추풍령면
43740340,충청북도 영동군 매곡면
43740350,충청북도 영동군 상촌면
43740360,충청북도 영동군 양강면
43740370,충청북도 영동군 용화면
43740380,충청북도 영동군 학산면
43740390,충청북도 영동군 양산면
43740400,충청북도 영동군 심천면
43745250,충청북도 증평군 증평읍
43745310,충청북도 증평군 도안면
43750250,충청북도 진천군 진천읍
43750310,충청북도 진천군 덕산면
43750320,충청북도 진천군 초평면
43750330,충청북도 진천군 문백면
43750340,충청북도 진천군 백곡면
43750350,충청북도 진천군 이월면
43750370,충청북도 진천군 광혜원면
43760250,충청북도 괴산군 괴산읍
43760310,충청북도 괴산군 감물면
43760320,충청북도 괴산군 장연면
43760330,충청북도 괴산군 연풍면
43760340,충청북도 괴산군 칠성면
43760350,충청북도 괴산군 문광면
43760360,충청북도 괴산군 청천면
43760370,충청북도 괴산군 청안면
43760390,충청북도 괴산군 사리면
43760400,충청북도 괴산군 소수면
43760410,충청북도 괴산군 불정면
43770250,충청북도 음성군 음성읍
43770253,충청북도 음성군 금왕읍
43770310,충청북도 음성군 소이면
43770320,충청북도 음성군 원남면
43770330,충청북도 음성군 맹동면
43770340,충청북도 음성군 대소면
43770350,충청북도 음성군 삼성면
43770360,충청북도 음성군 생극면
43770370,충청북도 음성군 감곡면
43800250,충청북도 단양군 단양읍
43800253,충청북도 단양군 매포읍
43800310,충청북도 단양군 대강면
43800320,충청북도 단양군 가곡면
43800330,충청북도 단양군 영춘면
43800340,충청북도 단양군 어상천면
43800350,충청북도 단양군 적성면
43800360,충청북도 단양군 단성면
44131000,충청남도 천안시 동남구
44133000,충청남도 천안시 서북구
44150101,충청남도 공주시 반죽동
44150102,충청남도 공주시 봉황동
44150103,충청남도 공주시 중학동
44150104,충청남도 공주시 중동
44150105,충청남도 공주시 산성동
44150106,충청남도 공주시 교동
44150107,충청남도 공주시 웅진동
44150108,충청남도 공주시 금성동
44150109,충청남도 공주시 옥룡동
44150110,충청남도 공주시 금학동
44150111,충청남도 공주시 봉정동
44150112,충청남도 공주시 주미동
44150113,충청남도 공주시 태봉동
44150114,충청남도 공주시 오곡동
44150115,충청남도 공주시 신기동
44150116,충청남도 공주시 소학동
44150117,충청남도 공주시 상왕동
44150118,충청남도 공주시 무릉동
44150119,충청남도 공주시 월송동
44150120,충청남도 공주시 신관동
44150121,충청남도 공주시 금흥동
44150122,충청남도 공주시 쌍신동
44150123,충청남도 공주시 월미동
44150124,충청남도 공주시 검상동
44150125,충청남도 공주시 석장리동
44150126,충청남도 공주시 송선동
44150127,충청남도 공주시 동현동
44150250,충청남도 공주시 유구읍
44150310,충청남도 공주시 이인면
44150320,충청남도 공주시 탄천면
44150330,충청남도 공주시 계룡면
44150340,충청남도 공주시 반포면
44150360,충청남도 공주시 의당면
44150370,충청남도 공주시 정안면
44150380,충청남도 공주시 우성면
44150390,충청남도 공주시 사곡면
44150400,충청남도 공주시 신풍면
44180101,충청남도 보령시 대천동
44180102,충청남도 보령시 죽정동
44180103,충청남도 보령시 화산동
44180104,충청남도 보령시 동대동
44180105,충청남도 보령시 명천동
44180106,충청남도 보령시 궁촌동
44180107,충청남도 보령시 내항동
44180108,충청남도 보령시 남곡동
44180109,충청남도 보령시 요암동
44180110,충청남도 보령시 신흑동
44180250,충청남도 보령시 웅천읍
44180310,충청남도 보령시 주포면
44180320,충청남도 보령시 오천면
44180330,충청남도 보령시 천북면
44180340,충청남도 보령시 청소면
44180350,충청남도 보령시 청라면
44180360,충청남도 보령시 남포면
44180380,충청남도 보령시 주산면
44180390,충청남도 보령시 미산면
44180400,충청남도 보령시 성주면
44180410,충청남도 보령시 주교면
44200101,충청남도 아산시 온천동
44200102,충청남도 아산시 실옥동
44200103,충청남도 아산시 방축동
44200104,충청남도 아산시 기산동
44200105,충청남도 아산시 초사동
44200106,충청남도 아산시 신인동
44200107,충청남도 아산시 법곡동
44200108,충청남도 아산시 장존동
44200109,충청남도 아산시 좌부동
44200110,충청남도 아산시 읍내동
44200111,충청남도 아산시 풍기동
44200112,충청남도 아산시 용화동
44200113,충청남도 아산시 모종동
44200114,충청남도 아산시 권곡동
44200115,충청남도 아산시 배미동
44200116,충청남도 아산시 득산동
44200117,충청남도 아산시 점양동
44200118,충청남도 아산시 신동
44200119,충청남도 아산시 남동
44200250,충청남도 아산시 염치읍
44200253,충청남도 아산시 배방읍
44200310,충청남도 아산시 송악면
44200330,충청남도 아산시 탕정면
44200350,충청남도 아산시 음봉면
44200360,충청남도 아산시 둔포면
44200370,충청남도 아산시 영인면
44200380,충청남도 아산시 인주면
44200390,충청남도 아산시 선장면
44200400,충청남도 아산시 도고면
44200410,충청남도 아산시 신창면
44210101,충청남도 서산시 읍내동
48250110,경상남도 김해시 흥동
44210102,충청남도 서산시 동문동
44210103,충청남도 서산시 갈산동
44210104,충청남도 서산시 온석동
44210105,충청남도 서산시 잠홍동
44210106,충청남도 서산시 수석동
44210107,충청남도 서산시 석림동
44210108,충청남도 서산시 석남동
44210109,충청남도 서산시 예천동
44210110,충청남도 서산시 죽성동
44210111,충청남도 서산시 양대동
44210112,충청남도 서산시 오남동
44210113,충청남도 서산시 장동
44210114,충청남도 서산시 덕지천동
44210250,충청남도 서산시 대산읍
44210310,충청남도 서산시 인지면
44210320,충청남도 서산시 부석면
44210330,충청남도 서산시 팔봉면
44210340,충청남도 서산시 지곡면
44210360,충청남도 서산시 성연면
44210370,충청남도 서산시 음암면
44210380,충청남도 서산시 운산면
44210390,충청남도 서산시 해미면
44210400,충청남도 서산시 고북면
44230101,충청남도 논산시 화지동
44230102,충청남도 논산시 반월동
44230103,충청남도 논산시 대교동
44230104,충청남도 논산시 부창동
44230105,충청남도 논산시 취암동
44230106,충청남도 논산시 등화동
44230107,충청남도 논산시 지산동
44230108,충청남도 논산시 덕지동
44230109,충청남도 논산시 내동
44230110,충청남도 논산시 강산동
44230111,충청남도 논산시 관촉동
44230250,충청남도 논산시 강경읍
44230253,충청남도 논산시 연무읍
44230310,충청남도 논산시 성동면
44230320,충청남도 논산시 광석면
44230330,충청남도 논산시 노성면
44230340,충청남도 논산시 상월면
44230350,충청남도 논산시 부적면
44230360,충청남도 논산시 연산면
44230380,충청남도 논산시 벌곡면
44230390,충청남도 논산시 양촌면
44230400,충청남도 논산시 가야곡면
44230410,충청남도 논산시 은진면
44230420,충청남도 논산시 채운면
44250101,충청남도 계룡시 금암동
44250310,충청남도 계룡시 두마면
44250315,충청남도 계룡시 엄사면
44250330,충청남도 계룡시 신도안면
44270101,충청남도 당진시 읍내동
44270102,충청남도 당진시 채운동
44270103,충청남도 당진시 우두동
44270104,충청남도 당진시 원당동
44270105,충청남도 당진시 시곡동
44270106,충청남도 당진시 수청동
44270107,충청남도 당진시 대덕동
44270108,충청남도 당진시 행정동
44270109,충청남도 당진시 용연동
44270110,충청남도 당진시 사기소동
44270111,충청남도 당진시 구룡동
44270250,충청남도 당진시 합덕읍
44270253,충청남도 당진시 송악읍
44270310,충청남도 당진시 고대면
44270320,충청남도 당진시 석문면
44270330,충청남도 당진시 대호지면
44270340,충청남도 당진시 정미면
44270350,충청남도 당진시 면천면
44270360,충청남도 당진시 순성면
44270370,충청남도 당진시 우강면
44270380,충청남도 당진시 신평면
44270390,충청남도 당진시 송산면
44710250,충청남도 금산군 금산읍
44710310,충청남도 금산군 금성면
44710320,충청남도 금산군 제원면
44710330,충청남도 금산군 부리면
44710340,충청남도 금산군 군북면
44710350,충청남도 금산군 남일면
44710360,충청남도 금산군 남이면
44710370,충청남도 금산군 진산면
44710380,충청남도 금산군 복수면
44710390,충청남도 금산군 추부면
44760250,충청남도 부여군 부여읍
44760310,충청남도 부여군 규암면
44760320,충청남도 부여군 은산면
44760330,충청남도 부여군 외산면
44760340,충청남도 부여군 내산면
44760350,충청남도 부여군 구룡면
44760360,충청남도 부여군 홍산면
44760370,충청남도 부여군 옥산면
44760380,충청남도 부여군 남면
44760390,충청남도 부여군 충화면
44760400,충청남도 부여군 양화면
44760410,충청남도 부여군 임천면
44760420,충청남도 부여군 장암면
44760430,충청남도 부여군 세도면
44760440,충청남도 부여군 석성면
44760450,충청남도 부여군 초촌면
44770250,충청남도 서천군 장항읍
44770253,충청남도 서천군 서천읍
44770310,충청남도 서천군 마서면
44770320,충청남도 서천군 화양면
44770330,충청남도 서천군 기산면
44770340,충청남도 서천군 한산면
44770350,충청남도 서천군 마산면
44770360,충청남도 서천군 시초면
44770370,충청남도 서천군 문산면
44770380,충청남도 서천군 판교면
44770390,충청남도 서천군 종천면
44770400,충청남도 서천군 비인면
44770410,충청남도 서천군 서면
44790250,충청남도 청양군 청양읍
44790310,충청남도 청양군 운곡면
44790320,충청남도 청양군 대치면
44790330,충청남도 청양군 정산면
44790340,충청남도 청양군 목면
44790350,충청남도 청양군 청남면
44790360,충청남도 청양군 장평면
44790370,충청남도 청양군 남양면
44790380,충청남도 청양군 화성면
44790390,충청남도 청양군 비봉면
44800250,충청남도 홍성군 홍성읍
44800253,충청남도 홍성군 광천읍
44800256,충청남도 홍성군 홍북읍
44800320,충청남도 홍성군 금마면
44800330,충청남도 홍성군 홍동면
44800340,충청남도 홍성군 장곡면
44800350,충청남도 홍성군 은하면
44800360,충청남도 홍성군 결성면
44800370,충청남도 홍성군 서부면
44800380,충청남도 홍성군 갈산면
44800390,충청남도 홍성군 구항면
44810250,충청남도 예산군 예산읍
44810253,충청남도 예산군 삽교읍
44810310,충청남도 예산군 대술면
44810320,충청남도 예산군 신양면
44810330,충청남도 예산군 광시면
44810340,충청남도 예산군 대흥면
44810350,충청남도 예산군 응봉면
44810360,충청남도 예산군 덕산면
44810370,충청남도 예산군 봉산면
44810380,충청남도 예산군 고덕면
44810390,충청남도 예산군 신암면
44810400,충청남도 예산군 오가면
44825250,충청남도 태안군 태안읍
44825253,충청남도 태안군 안면읍
44825310,충청남도 태안군 고남면
44825320,충청남도 태안군 남면
44825330,충청남도 태안군 근흥면
44825340,충청남도 태안군 소원면
44825350,충청남도 태안군 원북면
44825360,충청남도 태안군 이원면
45111000,전라북도 전주시 완산구
45113000,전라북도 전주시 덕진구
45130101,전라북도 군산시 해망동
45130102,전라북도 군산시 신흥동
45130103,전라북도 군산시 금동
45130104,전라북도 군산시 월명동
45130105,전라북도 군산시 신창동
45130106,전라북도 군산시 오룡동
45130107,전라북도 군산시 금광동
45130108,전라북도 군산시 신풍동
45130109,전라북도 군산시 송풍동
45130110,전라북도 군산시 문화동
45130111,전라북도 군산시 삼학동
45130112,전라북도 군산시 선양동
45130113,전라북도 군산시 둔율동
45130114,전라북도 군산시 창성동
45130115,전라북도 군산시 명산동
45130116,전라북도 군산시 송창동
45130117,전라북도 군산시 개복동
45130118,전라북도 군산시 중앙로1가
45130119,전라북도 군산시 영화동
45130120,전라북도 군산시 장미동
45130121,전라북도 군산시 중앙로2가
45130122,전라북도 군산시 영동
45130123,전라북도 군산시 신영동
45130124,전라북도 군산시 죽성동
45130125,전라북도 군산시 평화동
45130126,전라북도 군산시 중앙로3가
45130127,전라북도 군산시 대명동
45130128,전라북도 군산시 장재동
45130129,전라북도 군산시 미원동
45130130,전라북도 군산시 중동
45130131,전라북도 군산시 금암동
45130132,전라북도 군산시 동흥남동
45130133,전라북도 군산시 서흥남동
45130134,전라북도 군산시 조촌동
45130135,전라북도 군산시 경장동
45130136,전라북도 군산시 경암동
45130137,전라북도 군산시 구암동
45130138,전라북도 군산시 내흥동
45130139,전라북도 군산시 개정동
45130140,전라북도 군산시 사정동
45130141,전라북도 군산시 수송동
45130142,전라북도 군산시 미장동
45130143,전라북도 군산시 지곡동
45130144,전라북도 군산시 나운동
45130145,전라북도 군산시 미룡동
45130146,전라북도 군산시 소룡동
45130147,전라북도 군산시 오식도동
45130148,전라북도 군산시 비응도동
45130149,전라북도 군산시 신관동
45130150,전라북도 군산시 개사동
45130151,전라북도 군산시 산북동
45130152,전라북도 군산시 내초동
45130250,전라북도 군산시 옥구읍
45130310,전라북도 군산시 옥산면
45130320,전라북도 군산시 회현면
45130330,전라북도 군산시 임피면
45130340,전라북도 군산시 서수면
45130350,전라북도 군산시 대야면
45130360,전라북도 군산시 개정면
45130370,전라북도 군산시 성산면
45130380,전라북도 군산시 나포면
45130390,전라북도 군산시 옥도면
45130400,전라북도 군산시 옥서면
45140101,전라북도 익산시 창인동1가
45140102,전라북도 익산시 창인동2가
45140103,전라북도 익산시 중앙동1가
45140104,전라북도 익산시 중앙동2가
45140105,전라북도 익산시 중앙동3가
45140106,전라북도 익산시 평화동
45140107,전라북도 익산시 갈산동
45140108,전라북도 익산시 주현동
45140109,전라북도 익산시 인화동1가
45140110,전라북도 익산시 인화동2가
45140111,전라북도 익산시 동산동
45140112,전라북도 익산시 마동
45140113,전라북도 익산시 남중동
45140114,전라북도 익산시 모현동1가
45140115,전라북도 익산시 모현동2가
45140116,전라북도 익산시 송학동
45140117,전라북도 익산시 목천동
45140118,전라북도 익산시 만석동
45140119,전라북도 익산시 현영동
45140120,전라북도 익산시 신용동
45140121,전라북도 익산시 신동
45140122,전라북도 익산시 영등동
45140123,전라북도 익산시 어양동
45140124,전라북도 익산시 신흥동
45140125,전라북도 익산시 금강동
45140126,전라북도 익산시 석탄동
45140127,전라북도 익산시 팔봉동
45140128,전라북도 익산시 덕기동
45140129,전라북도 익산시 석왕동
45140130,전라북도 익산시 은기동
45140131,전라북도 익산시 정족동
45140132,전라북도 익산시 임상동
45140133,전라북도 익산시 월성동
45140134,전라북도 익산시 부송동
45140135,전라북도 익산시 용제동
45140136,전라북도 익산시 석암동
45140250,전라북도 익산시 함열읍
45140310,전라북도 익산시 오산면
45140320,전라북도 익산시 황등면
45140330,전라북도 익산시 함라면
45140340,전라북도 익산시 웅포면
45140350,전라북도 익산시 성당면
45140360,전라북도 익산시 용안면
45140370,전라북도 익산시 낭산면
45140380,전라북도 익산시 망성면
45140390,전라북도 익산시 여산면
45140400,전라북도 익산시 금마면
45140410,전라북도 익산시 왕궁면
45140420,전라북도 익산시 춘포면
45140430,전라북도 익산시 삼기면
45140440,전라북도 익산시 용동면
45180101,전라북도 정읍시 수성동
45180102,전라북도 정읍시 장명동
45180103,전라북도 정읍시 상동
45180104,전라북도 정읍시 시기동
45180105,전라북도 정읍시 연지동
45180106,전라북도 정읍시 농소동
45180107,전라북도 정읍시 하모동
45180108,전라북도 정읍시 상평동
45180109,전라북도 정읍시 과교동
45180110,전라북도 정읍시 삼산동
45180111,전라북도 정읍시 진산동
45180112,전라북도 정읍시 금붕동
45180113,전라북도 정읍시 송산동
45180114,전라북도 정읍시 신월동
45180115,전라북도 정읍시 용산동
45180116,전라북도 정읍시 교암동
45180117,전라북도 정읍시 부전동
45180118,전라북도 정읍시 쌍암동
45180119,전라북도 정읍시 내장동
45180120,전라북도 정읍시 영파동
45180121,전라북도 정읍시 하북동
45180122,전라북도 정읍시 구룡동
45180123,전라북도 정읍시 흑암동
45180124,전라북도 정읍시 용계동
45180125,전라북도 정읍시 공평동
45180126,전라북도 정읍시 망제동
45180127,전라북도 정읍시 신정동
45180250,전라북도 정읍시 신태인읍
45180310,전라북도 정읍시 북면
45180320,전라북도 정읍시 입암면
45180330,전라북도 정읍시 소성면
45180340,전라북도 정읍시 고부면
45180350,전라북도 정읍시 영원면
45180360,전라북도 정읍시 덕천면
45180370,전라북도 정읍시 이평면
45180380,전라북도 정읍시 정우면
45180390,전라북도 정읍시 태인면
45180400,전라북도 정읍시 감곡면
45180410,전라북도 정읍시 옹동면
45180420,전라북도 정읍시 칠보면
45180430,전라북도 정읍시 산내면
45180440,전라북도 정읍시 산외면
45190101,전라북도 남원시 동충동
45190102,전라북도 남원시 하정동
45190103,전라북도 남원시 죽항동
45190104,전라북도 남원시 쌍교동
45190105,전라북도 남원시 천거동
45190106,전라북도 남원시 금동
45190107,전라북도 남원시 조산동
45190108,전라북도 남원시 왕정동
45190109,전라북도 남원시 신정동
45190110,전라북도 남원시 화정동
45190111,전라북도 남원시 향교동
45190112,전라북도 남원시 용정동
45190113,전라북도 남원시 광치동
45190114,전라북도 남원시 내척동
45190115,전라북도 남원시 산곡동
45190116,전라북도 남원시 도통동
45190117,전라북도 남원시 월락동
45190118,전라북도 남원시 고죽동
45190119,전라북도 남원시 식정동
45190120,전라북도 남원시 갈치동
45190121,전라북도 남원시 노암동
45190122,전라북도 남원시 어현동
45190123,전라북도 남원시 신촌동
45190250,전라북도 남원시 운봉읍
45190310,전라북도 남원시 주천면
45190320,전라북도 남원시 수지면
45190330,전라북도 남원시 송동면
45190340,전라북도 남원시 주생면
45190350,전라북도 남원시 금지면
45190360,전라북도 남원시 대강면
45190370,전라북도 남원시 대산면
45190380,전라북도 남원시 사매면
45190390,전라북도 남원시 덕과면
45190400,전라북도 남원시 보절면
45190410,전라북도 남원시 산동면
45190420,전라북도 남원시 이백면
45190450,전라북도 남원시 아영면
45190460,전라북도 남원시 산내면
45190470,전라북도 남원시 인월면
45210101,전라북도 김제시 요촌동
